Bluetooth	Width	Height	Thick	Weight	Memory card	OS	SoC	Wi-Fi	GPU core	CPU core	SIM type	Number of SIM cards	USB type	USB version	Position tracking	Display size	Display resolution	Display color depth	Image resolution	Video resolution	FPS	Battery type	Battery power	RAM	Storage	Price range
1	277.1	168.7	9.8	657.0	No info	Android	samsung	1	5	2	No info	nan cards	Micro USB	version 2.0	1	10.2	2.5	24	5.0	2.1	30.0	Li-Polymer	9000.0	2.0	16.0	0
1	279.1	159.7	9.8	621.0	micro	Microsoft	qualcomm	1	2	2	No info	nan cards	Standard USB	version 2.0	1	10.3	2.3	24	5.0	0.9	30.0	Li-Ion	8200.0	2.0	32.0	2
1	66.2	115.5	10.9	122.0	micro	Android	st-ericsson	1	5	2	Mini	1.0 cards	Micro USB	version 2.0	1	3.9	2.1	24	5.0	0.9	30.0	Li-Ion	1500.0	1.0	8.0	0
1	269.9	166.3	11.0	640.0	micro	Android	qualcomm	1	2	2	No info	1.0 cards	No info	version 2.0	1	10.3	2.6	24	3.1	2.1	30.0	Li-Ion	7000.0	2.0	16.0	0
1	70.4	121.6	14.0	173.0	micro	Android	qualcomm	1	2	2	Mini	1.0 cards	Micro USB	version 2.0	1	4.2	2.6	24	5.0	2.1	30.0	Li-Ion	1850.0	2.0	8.0	0
1	84.5	143.5	10.3	199.0	micro	Android	samsung	1	7	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.55	2.5	24	8.0	2.1	30.0	Li-Ion	3400.0	2.0	32.0	0
1	62.9	116.8	13.1	130.0	micro	Android	qualcomm	1	5	1	Mini	1.0 cards	Micro USB	version 2.0	1	3.3	2.4	No info	3.1			Li-Ion	1750.0	0.75	2.0	0
1	66.3	115.4	11.6	131.0	micro	Android	qualcomm	1	2	1	Mini	2.0 cards	Micro USB	version 2.0	1	4.2	2.3	24	5.0	0.3	30.0	Li-Ion	1500.0	0.75	4.0	0
1	67.2	115.9	13.2	146.0	micro	Android	qualcomm	1	1	2	Mini	1.0 cards	Micro USB	version 2.0	1	4.1	2.6	24	3.1	0.3	30.0	Li-Ion	2600.0	1.0	4.0	0
1	275.1	171.0	9.8	654.0	micro	Android	samsung	1	7	4	Mini	1.0 cards	No info	version 2.0	1	10.1	1.1	24	5.0	2.1	30.0	Li-Ion	7000.0	2.0	32.0	0
1	275.1	171.0	9.8	651.0	micro	Android	samsung	1	8	4	No info	nan cards	No info	version 2.0	1	10.0	1.1	24	5.0	2.1	30.0	Li-Ion	7000.0	2.0	32.0	0
1	74.1	129.8	9.5	146.0	micro	Android	qualcomm	1	2	2	Nano	1.0 cards	Micro USB	version 2.0	1	4.9	2.5	24	8.0	2.1	30.0	Li-Ion	2650.0	2.0	16.0	0
1	74.1	129.8	9.5	145.0	micro	Android	qualcomm	1	3	2	Micro	1.0 cards	Micro USB	version 2.0	1	5.0	2.3	24	8.0	2.1	30.0	Li-Ion	2700.0	2.0	16.0	0
1	74.6	130.2	9.5	145.0	micro	Android	qualcomm	1	4	2	Nano	1.0 cards	Micro USB	version 2.0	1	4.8	2.5	24	8.0	2.1	30.0	Li-Ion	2300.0	2.0	16.0	0
1	60.6	106.4	15.6	124.0	micro	Android	qualcomm	1	2	1	Mini	1.0 cards	Micro USB	version 2.0	1	3.4	2.6	No info	3.1	0.3		Li-Ion	1300.0	0.5	4.0	0
1	74.1	129.8	9.5	145.0	micro	Android	qualcomm	1	6	2	Micro	1.0 cards	Micro USB	version 2.0	1	4.6	1.0	24	8.0	2.1	30.0	Li-Ion	2600.0	2.0	16.0	0
1	65.3	112.4	11.6	133.0	micro	Android	st-ericsson	1	4	2	Mini	1.0 cards	Micro USB	version 2.0	1	3.8	2.5	24	5.0	0.9	30.0	Li-Ion	1500.0	0.75	4.0	0
1	203.4	116.3	11.6	376.0	micro	Android	texas	1	3	2	Mini	1.0 cards	No info	version 2.0	1	7.0	1.1	24	3.1	0.9	30.0	Li-Ion	3500.0	1.0	16.0	0
1	69.2	116.3	13.4	130.0	micro	Android	qualcomm	1	5	1	Mini	1.0 cards	Micro USB	version 2.0	1	3.5	1.0	24	4.9	0.9		No info	1650.0	0.5	4.0	0
1	87.2	139.5	10.7	194.0	micro	Android	qualcomm	1	5	2	Mini	1.0 cards	Micro USB	version 2.0	1	5.1	1.0	24	8.0	2.1		Li-Ion	3100.0	1.0	16.0	0
1	203.4	116.3	10.9	376.0	micro	Android	samsung	1	5	2	Mini	1.0 cards	No info	version 2.0	1	6.9	1.1	24	3.1	0.9	30.0	Li-Ion	4550.0	2.0	16.0	0
1	87.2	139.6	10.7	194.0	micro	Android	samsung	1	7	2	Mini	1.0 cards	Micro USB	version 2.0	1	5.3	1.1	24	8.0	2.1	30.0	Li-Ion	2950.0	1.0	16.0	0
1	242.4	149.9	9.5	494.0	No info	Android	nvidia	1	0	2	Mini	1.0 cards	No info	version 2.0	1	9.1	2.6	24	3.1	0.9	24.0	Li-Polymer	6000.0	2.0	32.0	0
1	69.2	115.4	13.2	109.0	micro	Android	marvell	1	No info	1	Mini	1.0 cards	Micro USB	version 2.0	1	3.65	1.1	24	3.1	0.3	30.0	Li-Ion	1500.0	0.5	0.15	0
1	69.3	119.7	9.8	133.0	micro	Android	samsung	1	5	2	Mini	1.0 cards	Micro USB	version 2.0	1	4.2	1.1	24	8.0	2.1	30.0	Li-Ion	1650.0	2.0	16.0	0
1	69.3	118.8	10.5	147.0	micro	Android	nvidia	1	1	2	Mini	1.0 cards	Micro USB	version 2.0	1	4.3	2.5	24	4.9	0.9	30.0	Li-Ion	1650.0	2.0	8.0	0
1	62.9	106.8	12.7	123.0	micro	Android	qualcomm	1	4	1	Mini	1.0 cards	Micro USB	version 2.0	1	3.4	2.1	24	5.0	0.3	24.0	Li-Ion	1350.0	0.27	0.15	0
1	77.7	148.2	9.8	202.0	micro	Android	qualcomm	1	2	No info	Nano	1.0 cards	USB Type-C	version 3.1	1	6.4	2.6	24	12.2	8.3	30.0	Li-Polymer	2600.0	6.0	128.0	3
1	74.6	140.6	8.9	162.0	micro	Android	qualcomm	1	1	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.6	2.5	24	12.2	2.1	30.0	Li-Polymer	3150.0	2.0	32.0	0
1	67.2	124.5	10.2	147.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.1	2.1	24	22.6	8.3	30.0	Li-Polymer	2700.0	4.0	64.0	2
1	76.7	146.3	9.7	159.0	No info	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 3.1	1	6.4	2.6	24	22.6	8.3	30.0	Li-Polymer	3330.0	6.0	128.0	2
1	75.6	134.7	8.7	153.0	micro	Android	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.4	1.1	24	12.2	8.3	30.0	Li-Polymer	3000.0	4.0	64.0	0
1	75.5	145.8	9.7	191.0	micro	Android	mediatek	1	5	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.7	1.1	24	13.0	2.1	30.0	Li-Polymer	4400.0	3.0	32.0	0
1	77.7	148.2	9.9	197.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.9	1.1	24	22.6	8.3	30.0	Li-Polymer	3330.0	4.0	64.0	2
1	77.9	140.8	8.8	180.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.1	2.5	24	12.2	2.1	30.0	Li-Polymer	3650.0	4.0	64.0	0
1					micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.6	2.6	24	13.0	2.1	30.0	Li-Polymer	5200.0	3.0	32.0	0
1	75.6	136.8	9.4	160.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	2.3	24	13.0	2.1	30.0	Li-Polymer	3100.0	3.0	32.0	1
1	69.3	125.4	10.6	153.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	4.7	2.4	24	16.4	8.3	30.0	Li-Polymer	3100.0	2.0	32.0	1
1	75.6	136.8	9.5	161.0	micro	Android	qualcomm	1	3	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	1.1	24	13.0	2.1	30.0	Li-Polymer	3300.0	3.0	32.0	1
1	76.4	140.7	9.7	166.0	micro	Android	mediatek	1	5	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.1	1.1	24	13.0	0.9	30.0	Li-Ion	3800.0	2.0	32.0	0
1	75.6	134.7	8.7	153.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	2.3	24	12.2	8.3	30.0	Li-Polymer	3520.0	4.0	64.0	0
1	77.7	145.4	9.6		micro	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.1	1.0	24	22.6	8.3	30.0	Li-Polymer	3610.0	4.0	64.0	2
1	74.6	135.9	9.1	150.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	13.0	2.1	30.0	Li-Ion	3000.0	2.0	16.0	1
1	75.6	145.4	9.2	174.0	micro	Android	mediatek	1	7	No info	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.5	24	15.9	8.3	30.0	Li-Polymer	3550.0	4.0	32.0	0
1	69.3	119.7	9.8	131.0	micro	Android	qualcomm	1	5	6	Nano	1.0 cards	Micro USB	version 2.0	1	4.5	2.4	24	13.0	8.3	30.0	Li-Polymer	3310.0	2.0	16.0	1
1	76.7	141.6	8.4	169.0	micro	Android	qualcomm	1	1	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	2.5	24	22.6	8.3	30.0	Li-Polymer	3450.0	2.0	32.0	1
1	69.3	119.7	9.8	131.0	micro	Android	qualcomm	1	4	6	Nano	1.0 cards	Micro USB	version 2.0	1	4.6	2.1	24	13.0	2.1	30.0	Li-Polymer	3360.0	3.0	16.0	1
1	77.7	132.1	8.7	165.0	micro	Android	qualcomm	1	3	6	Nano	1.0 cards	Micro USB	version 2.0	1	5.3	2.5	24	13.0	2.1	30.0	Li-Polymer	3600.0	2.0	32.0	1
1	74.6	129.2	12.1	168.0	micro	Android	qualcomm	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	2.3	24	8.0	2.1	30.0	Li-Ion	2640.0	2.0	16.0	1
1	83.0	138.7	9.6	183.0	micro	Android	qualcomm	1	3	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.7	1.1	24	12.8	8.3	30.0	Li-Polymer	3400.0	3.0	32.0	1
1	74.6	126.4	10.7	152.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	2.5	24	12.8	2.1	24.0	Li-Polymer	3000.0	2.0	16.0	1
1	66.2	117.8	10.9	129.0	micro	Android	qualcomm	1	5	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.6	2.5	24	12.8	8.3	30.0	Li-Ion	2570.0	2.0	16.0	0
1	79.8	134.0	9.8	173.0	micro	Android	qualcomm	1	6	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.7	2.3	24	12.8	8.3	30.0	Li-Ion	2800.0	2.0	32.0	1
1	76.7	132.1	12.1	171.0	micro	Android	qualcomm	1	8	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	1.1	24	12.8	2.1	30.0	Li-Ion	2810.0	2.0	16.0	0
1	70.4	124.5	11.0	153.0	micro	Android	qualcomm	1	6	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.8	1.0	24	8.0	2.1	30.0	Li-Ion	2340.0	1.5	8.0	0
1	80.6	156.6	16.0	291.0	micro	Android	mediatek	1	5	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.5	2.4	24	13.0	2.1	30.0	Li-Polymer	6500.0	2.0	32.0	1
1	80.2	144.8	8.7	180.0	No info	Android	qualcomm	1	3	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.5	24	12.8	2.1	30.0	Li-Polymer	3610.0	2.0	32.0	1
1	74.6	138.7	9.8	164.0	micro	Android	mediatek	1	4	8	Micro	2.0 cards	Micro USB	version 2.0	1	5.2	2.6	24	8.0	2.1	30.0	Li-Polymer	2500.0	2.0	16.0	0
1	77.8	147.5	7.9	182.0	No info	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.81	2.4	24	11.8	8.3	30.0	Li-Polymer	3000.0	6.0	64.0	0
1	78.2	145.6	8.7	185.0	No info	Smartisan	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	6.37	2.3	24	12.2	8.3	30.0	Li-Polymer	4200.0	8.0	128.0	1
1	78.0	146.3	7.9	168.0	micro	Android	qualcomm	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.79	2.4	24	13.0	8.3	30.0	Li-Polymer	3600.0	4.0	64.0	0
1	77.0	146.6	8.1	170.0	No info	Smartisan	qualcomm	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.89	2.1	24	11.8	8.3	30.0	Li-Polymer	3000.0	6.0	64.0	0
1	91.4	157.7	21.3	367.0	micro	Android	mediatek	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	2.6	24	15.9	2.1	30.0	Li-Polymer	6500.0	6.0	64.0	1
1	83.5	144.4	19.8	365.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.2	2.6	24	12.2	2.1	30.0	Li-Ion	5450.0	4.0	64.0	1
1	75.7	130.2	22.9	316.0	No info	Android	qualcomm	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.2	2.6	24	8.0	2.1	30.0	No info	5250.0	2.0	16.0	0
1	71.4	150.1	9.0	179.0	micro	Android	qualcomm	1	3	No info	Nano	1.0 cards	USB Type-C	version 3.1	1	6.1	1.1	24	12.2	8.3	30.0	Li-Polymer	3440.0	6.0	128.0	2
1	75.6	146.3	9.8	170.0	micro	Android	mediatek	1	3	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.7	1.1	24	13.0	2.1	30.0	Li-Polymer	3000.0	3.0	32.0	0
1	76.7	158.7	9.1	196.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 2.0	1	6.7	2.6	24	12.0	8.3	30.0	Li-Polymer	3600.0	6.0	64.0	1
1	75.6	158.7	9.0	208.0	micro	Android	qualcomm	1	2	No info	Nano	1.0 cards	USB Type-C	version 3.1	1	6.7	2.6	24	12.2	8.3	30.0	Li-Polymer	3850.0	6.0	128.0	2
1	71.4	148.2	9.2	177.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 2.0	1	6.2	2.3	24	13.0	8.3	30.0	Li-Polymer	3270.0	4.0	64.0	0
1	76.7	150.1	10.9	210.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.9	1.1	24	19.2	8.3	30.0	Li-Polymer	2730.0	6.0	64.0	3
1	78.8	149.2	10.6	223.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	USB Type-C	version 2.0	1	6.2	2.6	24	22.9	8.3	30.0	Li-Polymer	3880.0	6.0	32.0	0
1	84.0	150.1	13.1	257.0	micro	Android	qualcomm	1	1	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.9	2.6	24	19.2	8.3	30.0	Li-Polymer	3940.0	6.0	64.0	1
1	68.3	128.3	13.3	183.0	micro	Android	qualcomm	1	1	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.1	2.6	24	19.2	8.3	30.0	Li-Polymer	3070.0	6.0	64.0	1
1	75.6	145.4	12.2	216.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.5	2.4	24	19.2	8.3	30.0	Li-Polymer	3780.0	6.0	64.0	1
1	84.0	154.9	10.5	241.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.9	1.1	24	22.9	8.3	30.0	Li-Polymer	4130.0	4.0	32.0	0
1	73.5	134.9	10.7	186.0	micro	Android	qualcomm	1	3	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.2	1.1	24	22.9	8.3	30.0	Li-Polymer	3800.0	3.0	32.0	0
1	81.9	142.5	10.8	194.0	micro	Android	mediatek	1	4	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.7	2.6	24	13.2	2.1	30.0	Li-Polymer	3750.0	2.0	32.0	0
1	78.8	147.3	9.6	207.0	micro	Android	mediatek	1	4	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.7	2.6	24	22.9	2.1	30.0	Li-Polymer	3730.0	4.0	32.0	0
1	78.8	147.3	9.6	206.0	micro	Android	mediatek	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.5	1.1	24	22.9	2.1	30.0	Li-Polymer	3630.0	4.0	32.0	0
1	68.3	122.6	10.2	153.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	USB Type-C	version 2.0	1	4.4	1.0	24	19.2	8.3	30.0	Li-Polymer	3200.0	4.0	32.0	0
1	76.7	140.6	8.1	170.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.3	2.6	24	19.2	8.3	30.0	Li-Polymer	2900.0	4.0	64.0	0
1	76.7	140.6	8.1	169.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.1	1.1	24	19.2	8.3	30.0	Li-Polymer	3150.0	4.0	64.0	0
1	77.7	143.5	9.6	196.0	micro	Android	mediatek	1	3	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.6	2.6	24	12.6	2.1	30.0	Li-Polymer	3020.0	2.0	16.0	0
1	77.7	143.5	9.6	196.0	micro	Android	mediatek	1	5	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.5	2.5	24	12.6	2.1	30.0	Li-Polymer	3220.0	2.0	16.0	0
1	83.0	156.8	8.9	205.0	micro	Android	mediatek	1	6	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.9	1.1	24	22.0	2.1	30.0	Li-Polymer	2900.0	4.0	32.0	0
1	83.0	156.8	8.9	205.0	micro	Android	mediatek	1	4	8	Nano	1.0 cards	USB Type-C	version 2.0	1	6.2	2.6	24	22.0	2.1	30.0	Li-Polymer	3100.0	4.0	32.0	0
1	70.4	137.8	8.8	156.0	micro	Android	mediatek	1	5	8	Nano	2.0 cards	USB Type-C	version 2.0	1	5.0	1.1	24	22.0	2.1	30.0	Li-Polymer	2900.0	3.0	32.0	0
1	70.4	137.8	8.8	156.0	micro	Android	mediatek	1	3	8	Nano	1.0 cards	USB Type-C	version 2.0	1	5.1	2.6	24	22.0	2.1	30.0	Li-Polymer	2600.0	3.0	32.0	0
1	75.6	138.7	8.9	175.0	micro	Android	qualcomm	1	5	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.0	2.4	24	19.2	8.3	30.0	Li-Polymer	3100.0	4.0	32.0	0
1	80.9	148.2	8.7	213.0	micro	Android	qualcomm	1	2	8	Nano	2.0 cards	USB Type-C	version 3.1	1	5.7	2.6	24	19.2	8.3	30.0	Li-Polymer	2830.0	4.0	64.0	0
1	80.9	148.2	8.7	213.0	micro	Android	qualcomm	1	4	8	Nano	1.0 cards	USB Type-C	version 3.1	1	5.4	2.1	24	19.2	8.3	30.0	Li-Polymer	2930.0	4.0	64.0	0
1	75.6	138.7	8.9	175.0	micro	Android	qualcomm	1	5	4	Nano	2.0 cards	USB Type-C	version 2.0	1	5.0	2.4	24	22.9	8.3	30.0	Li-Polymer	3500.0	2.0	64.0	0
1	75.6	138.7	8.9	175.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	USB Type-C	version 2.0	1	5.1	2.1	24	22.9	8.3	30.0	Li-Polymer	3450.0	3.0	32.0	0
1	68.3	122.6	10.5	147.0	micro	Android	qualcomm	1	3	6	Nano	1.0 cards	USB Type-C	version 2.0	1	4.6	2.5	24	22.9	2.1	60.0	Li-Polymer	3200.0	2.0	32.0	0
1	72.5	136.8	9.0	160.0	micro	Android	mediatek	1	2	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	2.6	24	13.0	2.1	30.0	Li-Ion	3150.0	1.5	16.0	0
1	83.4	156.0	9.2	220.0	micro	Android	mediatek	1	4	8	Nano	1.0 cards	Micro USB	version 2.0	1	6.2	2.6	24	21.2	2.1	30.0	Li-Ion	3000.0	2.0	16.0	0
1	74.7	137.6	9.6	180.0	micro	Android	qualcomm	1	2	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	2.6	24	22.9	2.1	30.0	Li-Polymer	3250.0	2.0	32.0	0
1	70.1	136.4	8.7	150.0	micro	Android	mediatek	1	7	8	Nano	2.0 cards	Micro USB	version 2.0	1	4.8	1.0	24	13.0	2.1	30.0	Li-Polymer	2600.0	2.0	16.0	0
1	70.1	136.4	8.7	150.0	micro	Android	mediatek	1	3	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	2.6	24	13.0	2.1	30.0	Li-Polymer	2800.0	2.0	16.0	0
1	72.9	135.6	8.7	167.0	micro	Android	qualcomm	1	5	6	Nano	1.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	22.9	2.1	30.0	Li-Polymer	3070.0	2.0	32.0	0
1	68.3	120.7	9.8	150.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	Micro USB	version 2.0	1	4.4	1.0	24	22.9	8.3	30.0	Li-Polymer	3000.0	2.0	32.0	0
1	79.8	146.3	8.6	196.0	micro	Android	qualcomm	1	4	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.4	1.1	24	22.9	8.3	30.0	Li-Polymer	2830.0	2.0	32.0	0
1	75.6	138.7	8.0	171.0	micro	Android	qualcomm	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.2	1.1	24	22.9	8.3	30.0	Li-Polymer	3500.0	3.0	32.0	0
1	79.8	146.3	8.6	196.0	micro	Android	qualcomm	1	2	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.7	2.6	24	22.9	8.3	30.0	Li-Polymer	3030.0	2.0	32.0	0
1	75.6	138.7	8.0	168.0	micro	Android	qualcomm	1	1	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.3	2.6	24	22.9	8.3	30.0	Li-Polymer	3400.0	3.0	32.0	0
1	75.6	137.8	8.4	155.0	micro	Android	mediatek	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	1.1	24	21.2	8.3	30.0	Li-Ion	2900.0	3.0	16.0	0
1	75.5	139.0	7.6	157.0	micro	Android	qualcomm	1	1	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.3	2.6	24	21.5	8.3	30.0	Li-Polymer	3480.0	3.0	32.0	0
1	75.5	139.0	7.6	157.0	micro	Android	qualcomm	1	5	8	Nano	1.0 cards	Micro USB	version 2.0	1	5.0	2.4	24	20.7	8.3	30.0	Li-Polymer	3430.0	2.0	32.0	0
1	76.2	138.2	8.0	147.0	micro	Android	qualcomm	1	3	8	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	2.5	24	13.0	2.1	30.0	Li-Ion	2700.0	2.0	8.0	0
1	74.6	126.4	11.9	147.0	micro	Android	mediatek	1	4	4	Nano	2.0 cards	Micro USB	version 2.0	1	4.9	2.6	24	5.0	2.1	30.0	Li-Ion	2600.0	2.0	8.0	0
1	78.8	130.2	11.6	157.0	micro	Android	mediatek	1	4	4	Micro	2.0 cards	Micro USB	version 2.0	1	5.2	2.3	24	5.0	2.1	30.0	Li-Ion	2900.0	1.0	8.0	0
1	78.8	130.2	11.6	157.0	micro	Android	mediatek	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.1	2.5	24	4.9	2.1	30.0	Li-Ion	2850.0	2.0	8.0	0
1	77.1	141.1	9.8	186.0	micro	Android	qualcomm	1	6	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.4	2.3	24	20.7	8.3	30.0	Li-Ion	2700.0	3.0	16.0	0
1	72.9	130.2	9.4	157.0	micro	Android	qualcomm	1	3	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.7	2.6	24	5.0	2.1	30.0	Li-Ion	2530.0	2.0	4.0	0
1	68.1	120.7	9.5	141.0	micro	Android	qualcomm	1	8	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.5	2.1	24	20.7	8.3	30.0	Li-Ion	3100.0	2.0	16.0	0
1	75.6	138.7	8.0	166.0	micro	Android	qualcomm	1	9	4	Nano	2.0 cards	Micro USB	version 2.0	1	5.0	2.4	24	20.7	8.3	30.0	Li-Ion	3650.0	2.0	16.0	0
1	75.6	138.7	8.0	166.0	micro	Android	qualcomm	1	5	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.3	2.5	24	20.7	8.3	30.0	Li-Ion	3500.0	2.0	16.0	0
1	82.6	148.4	8.4	163.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.5	2.5	24	8.0	2.1	30.0	Li-Polymer	2950.0	2.0	8.0	0
1	80.9	143.2	7.7	161.0	micro	Android	qualcomm	1	4	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.3	2.5	24	8.0	2.1	30.0	Li-Ion	3050.0	2.0	8.0	0
1	224.1	117.4	7.0	294.0	micro	Android	qualcomm	1	8	4	Nano	1.0 cards	Micro USB	version 2.0	1	7.9	1.1	24	8.0	2.1	30.0	Li-Ion	4100.0	2.0	16.0	2
1	68.3	121.6	10.7	150.0	micro	Android	qualcomm	1	9	4	Nano	1.0 cards	Micro USB	version 2.0	1	4.1	2.4	24	20.7	2.1	30.0	Li-Polymer	2750.0	2.0	16.0	1
1	74.7	132.7	9.5	161.0	micro	Android	qualcomm	1	4	4	Micro	1.0 cards	Micro USB	version 2.0	1	4.8	1.1	24	8.0	2.1	30.0	Li-Ion	2700.0	1.0	8.0	0
1	65.5	112.1	13.2	133.0	micro	Android	qualcomm	1	4	2	Mini	2.0 cards	Micro USB	version 2.0	1	3.9	2.1	24	3.1	0.3		Li-Ion	1700.0	0.5	4.0	0
1	65.5	112.1	13.2	131.0	micro	Android	qualcomm	1	3	2	Mini	1.0 cards	Micro USB	version 2.0	1	4.0	2.5	24	3.1	0.3	30.0	Li-Ion	1700.0	0.5	4.0	0
1	88.0	156.9	8.4	187.0	micro	Android	qualcomm	1	2	4	Micro	2.0 cards	Micro USB	version 2.0	1	6.1	2.6	24	12.8	2.1	30.0	Li-Ion	3300.0	1.0	8.0	0
1	77.7	136.8	9.4	185.0	micro	Android	qualcomm	1	6	4	Nano	1.0 cards	Micro USB	version 2.0	1	5.2	2.6	24	20.7	2.1	30.0	Li-Ion	3500.0	2.0	16.0	0
1	77.9	134.4	9.8	167.0	micro	Android	mediatek	1	6	4	Nano	2.0 cards	Micro USB	version 2.0	1	4.8	2.4	24	8.0	2.1		Li-Ion	2790.0	2.0	4.0	0
1	96.8	170.4	7.2	231.0	micro	Android	qualcomm	1	5	4	Micro	1.0 cards	Micro USB	version 2.0	1	6.5	2.6	24	8.0	2.1	30.0	Li-Ion	3600.0	2.0	16.0	0
1	96.8	170.4	7.2	231.0	micro	Android	qualcomm	1	5	4	Micro	1.0 cards	Micro USB	version 2.0	1	6.5	2.6	24	8.0	2.1	30.0	Li-Ion	3500.0	2.0	16.0	0
1	65.1	117.8	10.2	125.0	micro	Android	qualcomm	1	5	2	Micro	1.0 cards	Micro USB	version 2.0	1	3.9	2.1	24	5.0	0.9	30.0	Li-Ion	1750.0	1.0	4.0	0
